No.,FECHA NOTICIA,FUENTE,NOMBRE COLUMNISTA/ ESCRITOR,TEMA GENERAL DE NOTICIA,TIPO DE NOTICIA,TITULAR / NOMBRE NOTICIA,SECTOR (BARRIO / LOCALIDAD),DESCRIPCIÓN NOTICIA,OPORTUNIDAD DE INTERVENCIÓN ,LINK DE CONSULTA 
169,"martes, 6 de septiembre de 2022",Pulzo,Edwin Gutierrez,Movilidad,Negativa,Ni siquiera una decisión judicial ha obligado a Ibagué a pavimentar sus vías,Ciudad de Ibagué en general,Se cumplieron 14 meses de la decisión judicial que ordenó a la Alcaldía de Ibagué realizar la reposición de redes y pavimentación de las calles de Ibagué.,Mejoras en la infraestructura y movilidad en la ciudad,https://www.pulzo.com/nacion/ibague-hoy-ni-con-decision-judicial-alcaldia-repara-sus-vias-PP1839522A
170,"martes, 6 de septiembre de 2022",El Olfato,Redacción Ibagué,Economía,Negativa,Celsia dice que el incremento de sus tarifas en Ibagué es bajo en comparación con el promedio nacional,Ciudad de Ibagué en general,"La empresa precisó que aplican ene l Tolima un mecanismo que , Según ellos, impide subidas abrupta de un mes a otro.  A traves de un comunicado de prensa la entidad senaló que, según el reporte del DANE el incremento en las tarifas de energia no es exlusivo de una región",Planes de sensibilización y prevención de afectación a la economia,https://www.elolfato.com/ibague/celsia-dice-que-el-incremento-de-sus-tarifas-en-ibague-es-bajo-en-comparacion-con-el-promedio
171,"martes, 6 de septiembre de 2022",El Olfato,Redacción Ibagué,Movilidad,Positiva,Así avanza la pavimentación de la calle 103 de Ibagué,Ciudad de Ibagué en general,"Luego de un año de obras y varias denuncias de irregularidades, asi luce la tan anhelada calle 103 de Ibagué. A traves de una cuenta de Twitter, el Alcalde Andres Hurtado publicó unas fotografias en la cuales enseñó el avance de la obra, que inicio en septiembre del año pasado y que sería entregada en diciembre del mismo año.",proyectos en curso,https://www.elolfato.com/ibague/asi-avanza-la-pavimentacion-de-la-calle-103-de-ibague
172,"martes, 6 de septiembre de 2022",El Nuevo Día,El nuevo Día,Economía,Positiva,El POT entró en las sesiones extraordinarias del Concejo,Ciudad de Ibagué en general,"Se socializó el proyecto de acuerdo 014 de 2022 donde se adicionan unos artículos al decreto 1000-0823 del 23 de diciembre de 2014 en virtud del cual se adoptó la revisión y ajuste del Plan de Ordenamiento Territorial, POT, de Ibagué en la sesión extraordinaria del Concejo municipal desarrollada ayer.",Proyectos en curso,"Se socializó el proyecto de acuerdo 014 de 2022 donde se adicionan unos artículos al decreto 1000-0823 del 23 de diciembre de 2014 en virtud del cual se adoptó la revisión y ajuste del Plan de Ordenamiento Territorial, POT, de Ibagué en la sesión extraordinaria del Concejo municipal desarrollada ayer."
173,"martes, 6 de septiembre de 2022",Ondas de Ibagué,Daniel García,Seguridad,Negativa,¡Increíble! Ladrones se están robando las luminarias del alumbrado público en Ibagué,Ciudad de Ibagué en general,El sector de San Jorge y Parque de la Paz han sido los más afectados con más de 20 lámparas hurtadas en esta zona de esta capital. La comunidad pide acciones de la Policía.,planes en contra de la inseguridad,https://www.ondasdeibague.com/noticias/ibague/46010-increible-ladrones-se-estan-robando-las-luminarias-del-alumbrado-publico-en-ibague
174,"martes, 6 de septiembre de 2022",Ondas de Ibagué,Daniel García,Economía,Positiva,Más de $10 mil millones serán invertidos en la Piscinas de Olas del Parque Deportivo de Ibagué,Ciudad de Ibagué en general,"“La optimización de los recursos que se tenían en el empréstito por los $60 mil millones, los cuales en este momento se les dará una reorientación al proyecto que estaba establecido en el Parque Centenario, que cubría recursos cercanos a los $27 mil millones”, sostuvo.  ",planes para incentivar el turismo y economia,https://ondasdeibague.com/noticias/ibague/46013-mas-de-10-mil-millones-seran-invertidos-en-la-piscinas-de-olas-del-parque-deportivo-de-ibague
175,"martes, 6 de septiembre de 2022",CambioColombia.com,Yamith Mariño,Trabajo,Negativa,"Gerente de la Lotería del Tolima, en líos judiciales por pedirle parte del sueldo a una contratista",Ciudad de Ibagué en general,"La Fiscalía formuló acusación contra la actual gerente de la Lotería del Tolima, Nidia Victoria Castillo, por los delitos de contrato sin el cumplimiento de requisitos legales y concusión.

Los hechos por los que Castillo se encuentra ad portas de un juicio tuvieron lugar en 2016, cuando se desempeñaba como subgerente de la Lotería de Bogotá.",-,https://cambiocolombia.com/articulo/pais/gerente-de-la-loteria-del-tolima-en-lios-judiciales-por-pedirle-parte-del-sueldo-una
176,"martes, 6 de septiembre de 2022",Ondas de Ibagué,Daniel García,Economía,Negativa,Turismo en el Tolima se ha visto duramente afectado por obras del tercer carril en la vía Girardot – Bogotá,Ciudad de Ibagué en general,"El proyecto del tercer carril de la vía Girardot – Bogotá está siendo un dolor de cabeza para el departamento del Tolima, debido a que dichas obras han aumentado considerablemente los tiempos en el desplazamiento de los usuarios en este corredor nacional.",Celeridad en los proyectos de mejor de la infraestructura vial,https://ondasdeibague.com/noticias/principales/65-destacadas-2/46031-turismo-en-el-tolima-se-ha-visto-duramente-afectado-por-obras-del-tercer-carril-en-la-via-girardot-bogota
177,"martes, 6 de septiembre de 2022",Ecos del Combeima,Ecos del Combeima,Economía,Negativa,La minería en el Tolima según Cortolima,Departamento del Tolima y ciudad de Ibagué en general,"Según la directora de la Corporación Autónoma Regional del Tolima, el compromiso como máxima autoridad ambiental es preservar los recursos naturales y a su vez, promover la legalidad de un sector económico que ha sido catalogado como fundamental para el desarrollo nacional como es el minero. 

Sin embargo, la directora de la CAR sostuvo que la expedición de los títulos mineros es responsabilidad de la Agencia Nacional Minera, mientras que el compromiso de Cortolima es administrar los recursos de acuerdo con lo que estipula la ley. ",-,https://www.ecosdelcombeima.com/tolima/nota-199395-la-mineria-en-el-tolima-segun-cortolima
178,"martes, 6 de septiembre de 2022",Ecos del Combeima,Javier Soto,Economía,Negativa,"Tribunal Administrativo admite demanda de la Alcaldía de Cajamarca contra el MinTransporte, la ANI y la APP GICA",Departamento del Tolima y ciudad de Ibagué en general,"El alcalde de Cajamarca, Julio Roberto Vargas, interpuso una acción popular en contra del Ministerio de Transporte, la Agencia Nacional de Infraestructura, ANI, y la APP GICA por la vulneración a los derechos de los cajamarcunos debido a las malas condiciones de la vía entre Cajamarca - Ibagué.

Este recurso, que fue radicado el pasado viernes 5 de agosto del 2022 ante el Tribunal Administrativo del Tolima, está argumentando en la falta de intervención en el punto crítico de Curalito, en la vía entre Cajamarca - Ibagué y fue admitido el pasado 29 de agosto",Afectación a municipios de los proyectos en curso,https://www.ecosdelcombeima.com/tolima/nota-199423-tribunal-administrativo-admite-demanda-de-la-alcaldia-de-cajamarca-contra-el
179,"martes, 6 de septiembre de 2022",Caracol Radio,Francy Robayo,Seguridad,Negativa,Amenazan al presidente de la Asamblea del Tolima,Ciudad de Ibagué en general,"El presidente de la Asamblea del Tolima Marco Emilio Hincapié, confirmó que en las últimas horas ha venido recibiendo amenazas de muerte, hecho que ya fue puesto en conocimiento de las autoridades competentes.

El diputado señaló que no es algo nuevo, desde el año 2017 han querido silenciar su labor con las comunidades utilizando intimidaciones.

Actualmente, cuenta con cuatro medidas de protección que se han emitido por parte de las autoridades con el fin prevenir hechos que atenten contra su integridad.",planes en contra de la inseguridad,https://caracol.com.co/emisora/2022/09/06/ibague/1662485214_815005.html
180,"miércoles, 7 de septiembre de 2022",SECRETARIA DE MOVILIDAD DE IBAGUÉ,SECRETARÍA DE MOVILIDAD.,Movilidad,Positiva,Más de 150 mil vehículos dejarán de transitar en el ‘Día sin carro y sin moto’,Ciudad de Ibagué en general,"La Capital Musical se alista para realizar el ‘Día sin carro y sin moto’, que tiene como propósito reducir la huella de carbono y contribuir a la conservación del medio ambiente. Por tal razón, cerca de 90 mil motocicletas y 70 mil vehículos dejarán de circular durante 14 horas.

El 21 de septiembre se cumplirá la segunda jornada entre las 6:00 de la mañana y las 8:00 de la noche.",-,https://ibague.gov.co/portal/seccion/noticias/index.php?idnt=13020
181,"miércoles, 7 de septiembre de 2022",El Irreverente,El Irreverente,Trabajo,Positiva,"Después de 30 años, San Lucas I cuenta con nueva red de alcantarillado",San Lucas I,"Luego del colapso en la red de alcantarillado en el barrio San Lucas I, la Empresa Ibaguereña de Acueducto y Alcantarillado, IBAL, adelantó labores de reposición en 33 metros lineales, totalmente deteriorados.

Así lo confirmó Harold Rodríguez Sánchez, director Operativo del IBAL, quien sostuvo que la nueva tubería adecuada en este punto de la ciudad es de 10 pulgadas, mejorando el proceso del sistema.",Mejoras de sistema de acueducto y alcantarillado,"https://elirreverenteibague.com/noticia/14963/Despu%C3%A9s-de-30-a%C3%B1os,-San-Lucas-I-cuenta-con-nueva-red-de-alcantarillado"
182,"miércoles, 7 de septiembre de 2022",El Irreverente,El Irreverente,Seguridad,Negativa,En cámaras quedó registrado el robo de una motocicleta en el centro de Ibagué,Centro de Ibagué,"En la mañana de este miércoles 7 de septiembre, un ciudadano dejó su motocicleta estacionada en el centro de Ibagué, mientras hacía unas diligencias, sin percatarse que le robarían su vehículo en cuestión de segundos.

En cámaras de seguridad quedó registrado el momento, cuando un delincuente observa una motocicleta estacionada y, aprovecha que, al parecer, tiene la llave, para encenderla y salir huyendo.",planes en contra de la inseguridad,https://elirreverenteibague.com/noticia/14977/En-c%C3%A1maras-qued%C3%B3-registrado-el-robo-de-una-motocicleta-en-el-centro-de-Ibagu%C3%A9-
183,"miércoles, 7 de septiembre de 2022",El Irreverente,El Irreverente,Seguridad,Negativa,Comerciantes están preocupados por el aumento de robos en el centro de Ibagué,Centro de Ibagué,"Hechos de delincuencia se estarían registrando en la calle 16 con carrera 1ª de esta capital, donde la falta de luminarias y personal policial en la zona, se ha convertido en el aliado para los amigos de lo ajeno.

“Se han disparado los robos, a cualquier hora del día roban a los ciudadanos y salen corriendo por este sector, la verdad ya no contamos con la presencia de la Policía Nacional”, señaló uno de los denunciantes.",planes en contra de la inseguridad,https://elirreverenteibague.com/noticia/14969/Comerciantes-est%C3%A1n-preocupados-por-el-aumento-de-robos-en-el-centro-de-Ibagu%C3%A9-
184,"miércoles, 7 de septiembre de 2022",El Irreverente,El Irreverente,Salud,Negativa,Con moho habrían recibido el PAE los estudiantes de Rovira,Municipio de Rovira,"De acuerdo con información entregada por Edilberto Guzmán, líder social y comunitario del municipio de Rovira, varios padres de familia se encuentran indignados por las malas condiciones en que estarían siendo entregados los alimentos de PAE.

Esto se debe a que, un lote de pan, habría sido proporcionado con moho a los estudiantes de la vereda El Palmar de dicha municipalidad.

""Me llegaron a mi WhatsApp unas imágenes de cómo estarían entregando los alimentos del PAE; unos panes al parecer, con moho, dañados, en estado de descomposición"", indicó Guzmán.",Supervisión a planes almentarios,https://elirreverenteibague.com/noticia/14965/Con-moho-habr%C3%ADan-recibido-el-PAE-los-estudiantes-de-Rovira
185,"miércoles, 7 de septiembre de 2022",El Irreverente,El Irreverente,Seguridad,Negativa,¡Pilas! Disparados están los ladrones en la vía que conduce a San Bernardo,Ciudad de Ibagué en general,"Habitantes del barrio El País denuncian que, una pareja en motocicleta tendría azotado este sector, los cuales, al parecer, tienen horario fijo para robar a transeúntes en este punto de la geografía local.

Estos delincuentes, presuntamente, llegarían sobre las 6: 00 p.m a la vía que comunica el sector de El País con San Bernardo, amedrantando con armas blancas y de fuego a quienes transitan por esta vía, al norte de esta capital.",planes en contra de la inseguridad,https://elirreverenteibague.com/noticia/14964/%C2%A1Pilas!-Disparados-est%C3%A1n-los-ladrones-en-la-v%C3%ADa-que-conduce-a-San-Bernardo
186,"miércoles, 7 de septiembre de 2022",El Cronista.co,El Cronista.co,Trabajo,Positiva,Con éxito cerró Feria de emprendimiento para mujeres en Ibagué,Ciudad de Ibagué en general,"La feria de emprendimiento liderada por la casa de la mujer, donde 24 mujeres con 12 ideas de negocios participaron de la Feria de Emprendimiento realizada en los bajos de la Gobernación del Tolima, en el marco del Congreso Nacional e Internacional de Contralores.

Allí, los visitantes y locales pudieron apreciar los talentos y creaciones de esta zona, donde las expositoras lograron un total en ventas superior a los $20 millones de pesos.",Proyectos de emprendimiento en desarrollo,https://elcronista.co/economia/con-exito-cerro-feria-de-emprendimiento-para-mujeres-en-ibague
187,"miércoles, 7 de septiembre de 2022",Ondas de Ibagué,Daniel García,Trabajo,Negativa,Exempleada de GanaGana denuncia que salió robada y amenazada,Ciudad de Ibagué en general,"Las Noticias de Ondas de Ibagué conocieron una denuncia de una ex trabajadora de la empresa GanaGana, que trabajó como asesora comercial durante tres años y renunció.

Farideyi Obando, denunciante, indicó que se cansó de los abusos que sufrió durante el tiempo que laboró, ya que los asesores según ella, deben asumir los costos cuando no se logra vender todo y señaló que son responsables de descuadres o errores.",-,https://www.ondasdeibague.com/noticias/principales/59-destacadas/46037-exempleada-de-ganagana-denuncia-que-salio-robada-y-amenazada
188,"miércoles, 7 de septiembre de 2022",El Irreverente,El Irreverente,Seguridad,Negativa,Comerciantes estan preocupados por el aumento de robos en el centro de Ibagué,Ciudad de Ibagué en general,"Preocupados se encuentran los comerciantes del centro de la ciudad de Ibagué, debido a que los robos se han disparado en los últimos días y, por ende, temen por la seguridad en este sector.

Los hechos de delincuencia se estarían registrando en la calle 16 con carrera 1ª de esta capital, donde la falta de luminarias y personal policial en la zona, se ha convertido en el aliado para los amigos de lo ajeno.

“Se han disparado los robos, a cualquier hora del día roban a los ciudadanos y salen corriendo por este sector, la verdad ya no contamos con la presencia de la Policía Nacional”, señaló uno de los denunciantes.",planes en contra de la inseguridad,https://elirreverenteibague.com/noticia/14969/Comerciantes-est%C3%A1n-preocupados-por-el-aumento-de-robos-en-el-centro-de-Ibagu%C3%A9-
189,"miércoles, 7 de septiembre de 2022",Ecos del Combeima,Ecos del Combeima,Economía,Positiva,Hoy comienza la entrega de subsidios del programa Colombia Mayor en Ibagué,Ciudad de Ibagué en general,"La Alcaldía de Ibagué informó que a partir de este miércoles 7 de septiembre se llevará a cabo la entrega de subsidios correspondientes al programa Colombia Mayor, es así como los beneficiarios ya pueden acercarse a los puntos autorizados en GanaGana.

Según Eliana del Pilar Rozo, directora de Etnias y Grupos Vulnerables del Gobierno Municipal, si al momento del retiro algún ciudadano aparece bloqueado, resulta necesario acercarse a las instalaciones de la Alcaldía para realizar las correcciones correspondientes.",Proyectos de protección social,https://www.ecosdelcombeima.com/ibague/nota-199437-hoy-comienza-la-entrega-de-subsidios-del-programa-colombia-mayor-en-ibague
190,"miércoles, 7 de septiembre de 2022",El Irreverente,El Irreverente,Seguridad,Negativa,En cámara quedó registrado el robo de una motocicleta en el centro de Ibagué,Ciudad de Ibagué en general,"En la mañana de este miércoles 7 de septiembre, un ciudadano dejó su motocicleta estacionada en el centro de Ibagué, mientras hacía unas diligencias, sin percatarse que le robarían su vehículo en cuestión de segundos.

En cámaras de seguridad quedó registrado el momento, cuando un delincuente observa una motocicleta estacionada y, aprovecha que, al parecer, tiene la llave, para encenderla y salir huyendo.",planes en contra de la inseguridad,https://elirreverenteibague.com/noticia/14977/En-c%C3%A1maras-qued%C3%B3-registrado-el-robo-de-una-motocicleta-en-el-centro-de-Ibagu%C3%A9-
191,"miércoles, 7 de septiembre de 2022",Ondas de Ibagué,Natalia Gutierrez,Seguridad,Negativa,Amenazada delegada del Partido ADA en el Tolima,Ciudad de Ibagué en general,"Tras la denuncia que dio a conocer el concejal Rubén Darío Correa sobre su renuncia al Concejo en la ciudad de Ibagué, Las Noticias de Ondas de Ibagué pudieron establecer diálogo con la señora Niyired Ospina Sánchez, delegada del partido ADA en el departamento.

Según la delegada, es lamentable que sucedan este tipo de hechos, además, afirmó que ella ha venido siendo amenazada desde hace varios meses, razón por la que ahora teme estar en el sur del Tolima de donde es residente habitualmente.",planes en contra de la inseguridad,https://www.ondasdeibague.com/noticias/principales/65-destacadas-2/46049-amenazada-delegada-del-partido-ada-en-el-tolima
192,"miércoles, 7 de septiembre de 2022",CambioIn,CambioIn,Seguridad,Positiva,Policia arrancó campaña para prevenir atracos en bancos de Ibagué,Ciudad de Ibagué en general,"La policia metropolitana de Ibagué por medio del grupo de prevención  y educación cudadana esta adelantando campañas educativas enfocadas en la prevención del hurto en entidades financieras en las diferentes comunas de la capital tolimense, entregando recomendaciones importantes para contrarrestar este flagelo que ha venido afectando a la ciudadanía.",planes en contra de la inseguridad,https://www.cambioin.com/actualidad/policia-arranco-campana-para-prevenir-atracos-en-bancos-de-ibague
193,"miércoles, 7 de septiembre de 2022",CambioIn,CambioIn,Trabajo,Negativa,"Alcalde de Ibagué, tiene trabajando por lo menos 100 personas sin contrato",Ciudad de Ibagué en general,"Una dura critica hacen por lo menos cien contratistas ubicados en diferentes secretarias y direcciones de la Alcalde de Ibagué, porque los tienen trabajando gratis, debido a que no les han renovado el vinculo contractual con la administración de la Ibagué Vibra",Seguimiento y validación de la contratación de personal,https://www.cambioin.com/actualidad/alcalde-de-ibague-tiene-trabajando-por-lo-menos-100-personas-sin-contrato
194,"miércoles, 7 de septiembre de 2022",El Nuevo Día,El nuevo Día,Movilidad,Negativa,Cada día más semáforos dañados en Ibagué,Ciudad de Ibagué en general,"Trabajadores y habitantes del sector afirmaron que, si bien la situación inició desde horas de la mañana, el fallo en la zona se presenta intermitentemente, por lo que no parece ser un problema reciente. No fue sino hasta las 10:00 a.m. que agentes de tránsito llegaron para prevenir un lamentable accidente.",Mejoras en la infraestructura y movilidad en la ciudad,http://www.elnuevodia.com.co/nuevodia/otros/generales/494521-cada-dia-mas-semaforos-danados-en-ibague
195,"miércoles, 7 de septiembre de 2022",Fiscalia General de la Nación,Boletin Ibagué (Tolima),Seguridad,Positiva,Condenados a 22 años de prisión dos hombres por homicidio en Ibagué,Ciudad de Ibagué en general,Un despacho seccional de la Unidad de Vida de la Fiscalía en el Tolima logró fueran condenadas a 22 años de prisión dos personas por homicidios ocurridos en Ibagué en los años 2019 y 2020.,planes en contra de la inseguridad,https://www.fiscalia.gov.co/colombia/noticias/condenados-a-22-anos-de-prision-dos-hombres-por-homicidio-en-ibague/
196,"miércoles, 7 de septiembre de 2022",El Nuevo Día,El Nuevo Día,Economía,Negativa,¿Está en peligro el Acuífuero de Ibagué?,Ciudad de Ibagué en general,"El temor de las comunidades radica en que las exploraciones en busca de yacimientos de petróleo que se realizan por medio de explosiones controladas pueden contaminar las aguas. La exploración afectaría, de igual forma, los ríos Opia, Totare y Coello, que ya presentan agotamiento, y pone en riesgo la producción arrocera de la meseta de Ibagué.

Desde hace casi una década, los habitantes de Piedras le dijeron no a la minería, por medio de una consulta popular efectuada en 2013, decisión que luego el Concejo adoptó mediante acuerdo. Sin embargo, el Tribunal Administrativo del Tolima determinó que la norma no se puede aplicar, dado que la Corte Constitucional estableció que los municipios no pueden prohibir las labores extractivas en su jurisdicción. ",-,http://www.elnuevodia.com.co/nuevodia/opinion/editorial/494505-esta-en-peligro-el-acuifuero-de-ibague
197,"miércoles, 7 de septiembre de 2022",El Nuevo Día,El Nuevo Día,Economía,Positiva,Se podrían reorientar $27 mil millones para temas de infraestructura en Ibagué,Ciudad de Ibagué en general,"Se presentó el proyecto 013 de 2022 con el cual la Administración Municipal busca redistribuir el cupo de endeudamiento de $27 mil millones, que en un principio se iba a destinar a la ‘operación Centenario’ (el artículo segundo del acuerdo 012 del 27 diciembre de 2021).

En sesión extraordinaria del Concejo Municipal, el secretario de Infraestructura, Diego Herrán Triana, dio a conocer que el rubro que aprobó el Banco Agrario, está destinado a mejorar el Centenario, el complejo acuático, mantenimiento de red vial terciaria y la optimización de las calles del área urbana.",Proyectos en curso,http://www.elnuevodia.com.co/nuevodia/ibague/494516-se-podrian-reorientar-27-mil-millones-para-temas-de-infraestructura-en-ibague
